"","QUINCENA","estado","CONFIRMADOS","DEFUNCIONES","HOSPITALIZADOS","CONFIRMADOS_100k","DEFUNCIONES_100k","HOSPITALIZADOS_100k"
"332","2020-05-22","Guerrero",1605,362,785,43.8878570912933,9.89869424738204,21.4654005088257
"333","2020-05-22","Hidalgo",1012,159,497,32.7888611184371,5.1516096026003,16.1028300156751
"334","2020-05-22","Jalisco",1688,223,1005,20.0720763528467,2.65170203002654,11.9504956958595
"335","2020-05-22","México",9447,1742,6610,54.2065287681341,9.99553012745735,37.9279300473554
"336","2020-05-22","Michoacán de Ocampo",1392,135,464,28.8473434643048,2.7976949480468,9.61578115476828
"337","2020-05-22","Morelos",731,132,472,35.7621946148299,6.45774239282838,23.0913212834469
"338","2020-05-22","Nayarit",359,63,206,27.8603196874677,4.88913688108765,15.9867015476834
"339","2020-05-22","Nuevo León",837,69,527,14.9193792040966,1.22991298098287,9.39368320257932
"340","2020-05-22","Oaxaca",1489,193,428,35.9349965114817,4.65779336918467,10.329199803166
"341","2020-05-22","Puebla",2160,415,1202,32.70521652746,6.28364113837774,18.1998473453736
"342","2020-05-22","Querétaro",511,79,316,22.4158495409576,3.46546401905216,13.8618560762086
"343","2020-05-22","Quintana Roo",570,121,301,33.0768619226709,7.02157946077751,17.4669042784631
"344","2020-05-22","San Luis Potosí",601,61,237,20.9689540853175,2.12829650449978,8.2689552715811
"345","2020-05-22","Sinaloa",2204,406,1076,69.820323543071,12.8616385474078,34.0865100418985
"346","2020-05-22","Sonora",2948,374,928,95.8778695469055,12.1636103156522,30.1813646334899
"347","2020-05-22","Tabasco",2237,268,532,86.9654124909079,10.4187440981508,20.6819845530456
"348","2020-05-22","Tamaulipas",1142,92,332,31.2825117610739,2.52013229598844,9.09439045943655
"349","2020-05-22","Tlaxcala",611,120,342,44.275009402099,8.69558286129603,24.7824111546937
"350","2020-05-22","Veracruz de Ignacio de la Llave",2436,497,1396,28.5250511073832,5.8197661742075,16.3468683685989
"351","2020-05-22","Yucatán",678,100,293,30.01197823202,4.42654546194986,12.9697782035131
"352","2020-05-22","Zacatecas",138,26,141,8.28119580467419,1.56022529653282,8.46122180042798
"353","2020-06-05","Aguascalientes",753,57,251,52.4872180031855,3.97313602414551,17.4957393343952
"354","2020-06-05","Baja California",1976,362,989,54.3623592383547,9.95909617625729,27.2086909345814
"355","2020-06-05","Baja California Sur",452,20,110,56.1694428289516,2.48537357650228,13.6695546707626
"356","2020-06-05","Campeche",791,93,249,79.0512253939319,9.29426543822462,24.8846461733111
"357","2020-06-05","Chiapas",1393,270,923,24.3090887546993,4.71174010320805,16.1071707972631
"358","2020-06-05","Chihuahua",787,126,498,20.7024251299557,3.31449246045034,13.1001368674942
"359","2020-06-05","Ciudad de México",11325,1206,4489,125.573187546466,13.3722970579283,49.7746612711777
"360","2020-06-05","Coahuila de Zaragoza",1565,100,372,48.6218123974748,3.10682507332107,11.5573892727544
"361","2020-06-05","Colima",189,27,130,24.0717414312879,3.4388202044697,16.5572824659652
"362","2020-06-05","Durango",765,72,254,40.9310667331551,3.85233569253225,13.5901842486554
"363","2020-06-05","Guanajuato",2898,315,987,46.5304844517054,5.05766135344623,15.8473389074649
"364","2020-06-05","Guerrero",1724,346,745,47.1418477416758,9.46118289943145,20.3716221389492
"365","2020-06-05","Hidalgo",998,155,511,32.3352602729251,5.02200936102545,16.5564308611871
"366","2020-06-05","Jalisco",2801,392,1566,33.3068044219926,4.66128787340989,18.6213694126528
"367","2020-06-05","México",10239,1652,6586,58.7509948191939,9.47911353074601,37.790218954899
"368","2020-06-05","Michoacán de Ocampo",2143,213,649,44.4108168419578,4.4141409180294,13.4496594169065
